DFT Energy (eV), CHGNet Energy (eV)
-5.394672337380952,-5.394672337380952
-5.39454123952381,-5.39454123952381
-5.394488336904762,-5.394488336904762
-5.394331276428572,-5.394331276428572
-5.394409287857142,-5.394409287857142
-5.39450224404762,-5.39450224404762
-5.394508330952381,-5.394508330952381
-5.394503322619047,-5.394503322619047
-5.394504211190476,-5.394504211190476
-5.394407672619048,-5.394407672619048
-5.394267467142857,-5.394267467142857
-5.394161434761905,-5.394161434761905
-5.393981474285714,-5.393981474285714
-5.393595310952381,-5.393595310952381
-5.393236326904762,-5.393236326904762
-5.392914682380952,-5.392914682380952
-5.392494400476191,-5.392494400476191
-5.392259913095238,-5.392259913095238
-5.392175581428571,-5.392175581428571
-5.392103812857142,-5.392103812857142
-5.392199595952381,-5.392199595952381
-5.392443250238095,-5.392443250238095
-5.392443449761905,-5.392443449761905
-5.392319749285714,-5.392319749285714
-5.392069837619048,-5.392069837619048
-5.391886709285714,-5.391886709285714
-5.391565880714286,-5.391565880714286
-5.391452279285714,-5.391452279285714
-5.391402582380953,-5.391402582380953
-5.391326138809524,-5.391326138809524
-5.391514142857143,-5.391514142857143
-5.391571260476191,-5.391571260476191
-5.391617167619048,-5.391617167619048
-5.3915321249999995,-5.3915321249999995
-5.391497753809524,-5.391497753809524
-5.391447161666666,-5.391447161666666
-5.39145908547619,-5.39145908547619
-5.3914812238095235,-5.3914812238095235
-5.391718907142858,-5.391718907142858
-5.391954890952381,-5.391954890952381
-5.39199270047619,-5.39199270047619
-5.391973540952381,-5.391973540952381
-5.391933541428571,-5.391933541428571
-5.391965039047619,-5.391965039047619
-5.392011214761904,-5.392011214761904
-5.39200212452381,-5.39200212452381
-5.3920010595238095,-5.3920010595238095
-5.392005866428572,-5.392005866428572
-5.392086987857143,-5.392086987857143
-5.3921643602380955,-5.3921643602380955
-5.392245053333333,-5.392245053333333
-5.392502723809524,-5.392502723809524
-5.392703465714286,-5.392703465714286
-5.392865753571429,-5.392865753571429
-5.393062159047619,-5.393062159047619
-5.393069956190477,-5.393069956190477
-5.3928615340476185,-5.3928615340476185
-5.392645902619047,-5.392645902619047
-5.392418933095239,-5.392418933095239
-5.392316290714286,-5.392316290714286
-5.392001283333333,-5.392001283333333
-5.391578227619048,-5.391578227619048
-5.391049663333333,-5.391049663333333
-5.390615547619047,-5.390615547619047
-5.390187037142857,-5.390187037142857
-5.389959339761905,-5.389959339761905
-5.389812003809523,-5.389812003809523
-5.389686553809524,-5.389686553809524
-5.389724528333334,-5.389724528333334
-5.389651849523809,-5.389651849523809
-5.3894406492857145,-5.3894406492857145
-5.389230431904762,-5.389230431904762
-5.389019202619048,-5.389019202619048
-5.388787146428571,-5.388787146428571
-5.388396883095238,-5.388396883095238
-5.388272938095238,-5.388272938095238
-5.388419346904762,-5.388419346904762
-5.388558505952381,-5.388558505952381
-5.388775355,-5.388775355
-5.389015736666667,-5.389015736666667
-5.389341662380953,-5.389341662380953
-5.389552417142857,-5.389552417142857
-5.389759254047619,-5.389759254047619
-5.389939578333333,-5.389939578333333
-5.390269095714286,-5.390269095714286
-5.390600350714286,-5.390600350714286
-5.390936125952381,-5.390936125952381
-5.391273861428571,-5.391273861428571
-5.391638841190476,-5.391638841190476
-5.391899152380953,-5.391899152380953
-5.392122351428571,-5.392122351428571
-5.392361218095238,-5.392361218095238
-5.392550709761904,-5.392550709761904
-5.3928608873809525,-5.3928608873809525
-5.393160870238096,-5.393160870238096
-5.393472495476191,-5.393472495476191
-5.393657965714286,-5.393657965714286
-5.393811965,-5.393811965
-5.393933119761905,-5.393933119761905
-5.393707939761905,-5.393707939761905
-5.39369936452381,-5.39369936452381
-5.393645200476191,-5.393645200476191
-5.393575018809524,-5.393575018809524
-5.393510605238095,-5.393510605238095
-5.393425426904762,-5.393425426904762
-5.393176201666667,-5.393176201666667
-5.392925168095238,-5.392925168095238
-5.392639176190476,-5.392639176190476
-5.392437238095238,-5.392437238095238
-5.392288292619048,-5.392288292619048
-5.39224277547619,-5.39224277547619
-5.392232026666666,-5.392232026666666
-5.392108947142857,-5.392108947142857
-5.39178204452381,-5.39178204452381
-5.391492766904762,-5.391492766904762
-5.391416917142857,-5.391416917142857
-5.391424571190476,-5.391424571190476
-5.391570913571429,-5.391570913571429
-5.391796143571429,-5.391796143571429
-5.392131900952381,-5.392131900952381
-5.3925282235714285,-5.3925282235714285
-5.392934553809524,-5.392934553809524
-5.393158771904762,-5.393158771904762
-5.3933853776190475,-5.3933853776190475
-5.393491994523809,-5.393491994523809
-5.393609398571429,-5.393609398571429
-5.393822538333334,-5.393822538333334
-5.394121965714286,-5.394121965714286
-5.39457500952381,-5.39457500952381
-5.394969075952381,-5.394969075952381
-5.395292112142857,-5.395292112142857
-5.395273310952381,-5.395273310952381
-5.3954414490476195,-5.3954414490476195
-5.395539023095238,-5.395539023095238
-5.395683184285714,-5.395683184285714
-5.395728507857143,-5.395728507857143
-5.395792215238095,-5.395792215238095
-5.39580504,-5.39580504
-5.395801231904763,-5.395801231904763
-5.395786104047619,-5.395786104047619
-5.395611482142857,-5.395611482142857
-5.3954147869047615,-5.3954147869047615
-5.395084781904762,-5.395084781904762
-5.394833571428571,-5.394833571428571
-5.394627816190476,-5.394627816190476
-5.39448636547619,-5.39448636547619
-5.3944092404761905,-5.3944092404761905
-5.394260178571429,-5.394260178571429
-5.394019271428571,-5.394019271428571
-5.393713317380953,-5.393713317380953
-5.393475079761905,-5.393475079761905
-5.393432143571428,-5.393432143571428
-5.39347443595238,-5.39347443595238
-5.393373214047619,-5.393373214047619
-5.393207354047619,-5.393207354047619
-5.3931507523809525,-5.3931507523809525
-5.393017547857143,-5.393017547857143
-5.3927884030952375,-5.3927884030952375
-5.392769664761905,-5.392769664761905
-5.392667544285715,-5.392667544285715
-5.392490446666667,-5.392490446666667
-5.392326177380952,-5.392326177380952
-5.3922193485714285,-5.3922193485714285
-5.392064517857143,-5.392064517857143
-5.39182344452381,-5.39182344452381
-5.391633756428571,-5.391633756428571
-5.391343503809524,-5.391343503809524
-5.391088227619048,-5.391088227619048
-5.3909249104761905,-5.3909249104761905
-5.390899387380952,-5.390899387380952
-5.391159358095239,-5.391159358095239
-5.391499507857143,-5.391499507857143
-5.391829247142857,-5.391829247142857
-5.392120102857143,-5.392120102857143
-5.392331909761905,-5.392331909761905
-5.392257299285714,-5.392257299285714
-5.392228110952381,-5.392228110952381
-5.392237496904762,-5.392237496904762
-5.3924627830952385,-5.3924627830952385
-5.392521696190476,-5.392521696190476
-5.392658185,-5.392658185
-5.392844593095238,-5.392844593095238
-5.393012152619048,-5.393012152619048
-5.39313327547619,-5.39313327547619
-5.393278061904762,-5.393278061904762
-5.3934241245238095,-5.3934241245238095
-5.393530672619048,-5.393530672619048
-5.393536201666667,-5.393536201666667
-5.393368824047619,-5.393368824047619
-5.393243785714286,-5.393243785714286
-5.393169780476191,-5.393169780476191
-5.393278884523809,-5.393278884523809
-5.393413340952381,-5.393413340952381
-5.393619357142858,-5.393619357142858
-5.3937485999999994,-5.3937485999999994
-5.393897210714286,-5.393897210714286
-5.393886079761905,-5.393886079761905
-5.3937598611904765,-5.3937598611904765
-5.393674963571429,-5.393674963571429
-5.393470149285714,-5.393470149285714
-5.3933199909523815,-5.3933199909523815
-5.393311767619047,-5.393311767619047
-5.39333167547619,-5.39333167547619
-5.393445447857142,-5.393445447857142
-5.393504944761905,-5.393504944761905
-5.393493384285715,-5.393493384285715
-5.3935204104761905,-5.3935204104761905
-5.393492226190476,-5.393492226190476
-5.393352885238095,-5.393352885238095
-5.393183985714286,-5.393183985714286
-5.3929575764285715,-5.3929575764285715
-5.392760755952381,-5.392760755952381
-5.3926237257142855,-5.3926237257142855
-5.392444618571428,-5.392444618571428
-5.392377118095238,-5.392377118095238
-5.392241408095238,-5.392241408095238
-5.3921761450000005,-5.3921761450000005
-5.391945223095238,-5.391945223095238
-5.391723846904762,-5.391723846904762
-5.391376638095238,-5.391376638095238
-5.3911403402380955,-5.3911403402380955
-5.390819678571428,-5.390819678571428
-5.390510870238096,-5.390510870238096
-5.390100334761905,-5.390100334761905
-5.3897732283333335,-5.3897732283333335
-5.389593419285714,-5.389593419285714
-5.389439631904762,-5.389439631904762
-5.3895338992857145,-5.3895338992857145
-5.389677463809524,-5.389677463809524
-5.389869914047619,-5.389869914047619
-5.390169702142858,-5.390169702142858
-5.39047855,-5.39047855
-5.390726105714286,-5.390726105714286
-5.390814811904762,-5.390814811904762
-5.390904986190476,-5.390904986190476
-5.391055949285714,-5.391055949285714
-5.391265624047619,-5.391265624047619
-5.391428688571429,-5.391428688571429
-5.391595420714286,-5.391595420714286
-5.391677317857143,-5.391677317857143
-5.391781411428572,-5.391781411428572
-5.391985216904762,-5.391985216904762
-5.392203823809524,-5.392203823809524
-5.3923683945238094,-5.3923683945238094
-5.392554713571428,-5.392554713571428
-5.392768141190476,-5.392768141190476
-5.392997696904762,-5.392997696904762
-5.3932070097619045,-5.3932070097619045
-5.393551211190476,-5.393551211190476
-5.39395205547619,-5.39395205547619
-5.394237902142858,-5.394237902142858
-5.394506616428571,-5.394506616428571
-5.394704653095238,-5.394704653095238
-5.394891637380953,-5.394891637380953
-5.394964980476191,-5.394964980476191
-5.394976668333333,-5.394976668333333
-5.395046108333334,-5.395046108333334
-5.395048428333333,-5.395048428333333
-5.395163631666667,-5.395163631666667
-5.395264496666667,-5.395264496666667
-5.395422954523809,-5.395422954523809
-5.395436330952381,-5.395436330952381
-5.395265769285714,-5.395265769285714
-5.395033862619048,-5.395033862619048
-5.3947787966666665,-5.3947787966666665
-5.394655816904762,-5.394655816904762
-5.394422856904762,-5.394422856904762
-5.394206734523809,-5.394206734523809
-5.393869347142857,-5.393869347142857
-5.3934595892857145,-5.3934595892857145
-5.39294461,-5.39294461
-5.392550514761905,-5.392550514761905
-5.392103203809524,-5.392103203809524
-5.391626153333333,-5.391626153333333
-5.391200190952381,-5.391200190952381
-5.390740761666667,-5.390740761666667
-5.390415894999999,-5.390415894999999
-5.39029206452381,-5.39029206452381
-5.390298869761905,-5.390298869761905
-5.390445609761905,-5.390445609761905
-5.390440705,-5.390440705
-5.3905497802380955,-5.3905497802380955
-5.390464396190477,-5.390464396190477
-5.3903901478571425,-5.3903901478571425
-5.390512957857143,-5.390512957857143
-5.390736305714286,-5.390736305714286
-5.390805150238095,-5.390805150238095
-5.390743180714286,-5.390743180714286
-5.39059526404762,-5.39059526404762
-5.390449585000001,-5.390449585000001
-5.390186177142857,-5.390186177142857
-5.389891477619048,-5.389891477619048
-5.389745463333334,-5.389745463333334
-5.389569053333334,-5.389569053333334
-5.389488848333333,-5.389488848333333
-5.389333756904762,-5.389333756904762
-5.389270171190477,-5.389270171190477
-5.389256093571428,-5.389256093571428
-5.389306509761904,-5.389306509761904
-5.389328322857143,-5.389328322857143
-5.389420470476191,-5.389420470476191
-5.389376601666667,-5.389376601666667
-5.389652888095238,-5.389652888095238
-5.38990780047619,-5.38990780047619
-5.3903065366666665,-5.3903065366666665
-5.390696704523809,-5.390696704523809
-5.391051082380953,-5.391051082380953
-5.391430733809524,-5.391430733809524
-5.391754592619048,-5.391754592619048
-5.392091700476191,-5.392091700476191
-5.392275038571428,-5.392275038571428
-5.3925053995238095,-5.3925053995238095
-5.392774967619047,-5.392774967619047
-5.392844797857143,-5.392844797857143
-5.392924169761905,-5.392924169761905
-5.392827314047619,-5.392827314047619
-5.39263230452381,-5.39263230452381
-5.392588147142857,-5.392588147142857
-5.392532088095239,-5.392532088095239
-5.392652322857143,-5.392652322857143
-5.392664476904762,-5.392664476904762
-5.392645323333333,-5.392645323333333
-5.392626672142858,-5.392626672142858
-5.392848497857143,-5.392848497857143
-5.393177737857142,-5.393177737857142
-5.393547306904762,-5.393547306904762
-5.393781517142857,-5.393781517142857
-5.394047160238095,-5.394047160238095
-5.3943153440476195,-5.3943153440476195
-5.394755850476191,-5.394755850476191
-5.395318537142858,-5.395318537142858
-5.3958284616666665,-5.3958284616666665
-5.3963777707142855,-5.3963777707142855
-5.396748754285714,-5.396748754285714
-5.397181198571428,-5.397181198571428
-5.397614513333333,-5.397614513333333
-5.398004137857143,-5.398004137857143
-5.398230412380952,-5.398230412380952
-5.398554113095238,-5.398554113095238
-5.398880770952381,-5.398880770952381
-5.399130423333333,-5.399130423333333
-5.399323939047619,-5.399323939047619
-5.399613024523809,-5.399613024523809
-5.399756934761904,-5.399756934761904
-5.399815448333333,-5.399815448333333
-5.3997721061904755,-5.3997721061904755
-5.399760834047619,-5.399760834047619
-5.399811164523809,-5.399811164523809
-5.399858119761904,-5.399858119761904
-5.399955046666666,-5.399955046666666
-5.400060380238095,-5.400060380238095
-5.400169074523809,-5.400169074523809
-5.40009734452381,-5.40009734452381
-5.399879061190476,-5.399879061190476
-5.399697845,-5.399697845
-5.399563817380953,-5.399563817380953
-5.399384355238095,-5.399384355238095
-5.399167392142857,-5.399167392142857
-5.399100946428571,-5.399100946428571
-5.399068149761905,-5.399068149761905
-5.398952266904762,-5.398952266904762
-5.398834876666667,-5.398834876666667
-5.398716103571429,-5.398716103571429
-5.398588181428572,-5.398588181428572
-5.39865602,-5.39865602
-5.398718492380953,-5.398718492380953
-5.398648072142858,-5.398648072142858
-5.398426106666666,-5.398426106666666
-5.398376364523809,-5.398376364523809
-5.398240085714286,-5.398240085714286
-5.397918551904762,-5.397918551904762
-5.397659027380952,-5.397659027380952
-5.397417273095238,-5.397417273095238
-5.397278894761905,-5.397278894761905
-5.397072116428571,-5.397072116428571
-5.396808735714286,-5.396808735714286
-5.396509848571428,-5.396509848571428
-5.396268343571428,-5.396268343571428
-5.395917643333333,-5.395917643333333
-5.395796583095238,-5.395796583095238
-5.395991802619047,-5.395991802619047
-5.396220217619048,-5.396220217619048
-5.396558652857142,-5.396558652857142
-5.396900552857143,-5.396900552857143
-5.397257783333333,-5.397257783333333
-5.397554768809523,-5.397554768809523
-5.3976483209523805,-5.3976483209523805
-5.397728755714286,-5.397728755714286
-5.397650323809524,-5.397650323809524
-5.397462398809524,-5.397462398809524
-5.397317812380952,-5.397317812380952
-5.397465099047619,-5.397465099047619
-5.397702622619048,-5.397702622619048
-5.397900590952381,-5.397900590952381
-5.398054826904762,-5.398054826904762
-5.397998200238096,-5.397998200238096
-5.398024170238095,-5.398024170238095
-5.3979998376190474,-5.3979998376190474
-5.398110375714286,-5.398110375714286
-5.398127583095238,-5.398127583095238
-5.398015924047619,-5.398015924047619
-5.397735171428572,-5.397735171428572
-5.3973279411904755,-5.3973279411904755
-5.396801253095238,-5.396801253095238
-5.3962039609523815,-5.3962039609523815
-5.395724583809524,-5.395724583809524
-5.395182026190476,-5.395182026190476
-5.3946497764285715,-5.3946497764285715
-5.394189687380952,-5.394189687380952
-5.393870831190476,-5.393870831190476
-5.393515333095238,-5.393515333095238
-5.3932187902380955,-5.3932187902380955
-5.392919949047619,-5.392919949047619
-5.392633352142857,-5.392633352142857
-5.392204192142858,-5.392204192142858
-5.391837438571429,-5.391837438571429
-5.391510891428571,-5.391510891428571
-5.391318297142857,-5.391318297142857
-5.3912810364285715,-5.3912810364285715
-5.391463394761905,-5.391463394761905
-5.39177589452381,-5.39177589452381
-5.392129554285715,-5.392129554285715
-5.392519587619048,-5.392519587619048
-5.392898643333333,-5.392898643333333
-5.393159061190476,-5.393159061190476
-5.393189244285715,-5.393189244285715
-5.393166333809524,-5.393166333809524
-5.393165287142857,-5.393165287142857
-5.393353283809524,-5.393353283809524
-5.39340741,-5.39340741
-5.3936114845238095,-5.3936114845238095
-5.393830361904762,-5.393830361904762
-5.393840681904762,-5.393840681904762
-5.39390424952381,-5.39390424952381
-5.393897767619047,-5.393897767619047
-5.393818125,-5.393818125
-5.393768593571429,-5.393768593571429
-5.393685918571428,-5.393685918571428
-5.3935444992857144,-5.3935444992857144
-5.393429001190476,-5.393429001190476
-5.393293227380953,-5.393293227380953
-5.3933603295238095,-5.3933603295238095
-5.393580903809523,-5.393580903809523
-5.393712789047619,-5.393712789047619
-5.393699011190476,-5.393699011190476
-5.3937224002380955,-5.3937224002380955
-5.39377808,-5.39377808
-5.393605188571429,-5.393605188571429
-5.393527531904762,-5.393527531904762
-5.393433709761904,-5.393433709761904
-5.3931595366666665,-5.3931595366666665
-5.392845470476191,-5.392845470476191
-5.392563797380952,-5.392563797380952
-5.392335794047619,-5.392335794047619
-5.392149236428572,-5.392149236428572
-5.392121455952381,-5.392121455952381
-5.3920056573809525,-5.3920056573809525
-5.39200108452381,-5.39200108452381
-5.39213493,-5.39213493
-5.392423288571429,-5.392423288571429
-5.392955707142857,-5.392955707142857
-5.393545036666667,-5.393545036666667
-5.394138231190476,-5.394138231190476
-5.394858128095239,-5.394858128095239
-5.3955775290476184,-5.3955775290476184
-5.396344625714286,-5.396344625714286
-5.397118811190476,-5.397118811190476
-5.397800100476191,-5.397800100476191
-5.398291883095238,-5.398291883095238
-5.398740036428571,-5.398740036428571
-5.399141125238096,-5.399141125238096
-5.3992867490476195,-5.3992867490476195
-5.3993949442857145,-5.3993949442857145
-5.399425628333334,-5.399425628333334
-5.399466750714286,-5.399466750714286
-5.399622770714286,-5.399622770714286
-5.399830696190476,-5.399830696190476
-5.399881305,-5.399881305
-5.400004380714286,-5.400004380714286
-5.400314378809524,-5.400314378809524
-5.400483445238096,-5.400483445238096
-5.400665795714286,-5.400665795714286
-5.400863032619047,-5.400863032619047
-5.40121583,-5.40121583
-5.401423663809524,-5.401423663809524
-5.401723561904761,-5.401723561904761
-5.402122666666666,-5.402122666666666
-5.402447428095238,-5.402447428095238
-5.402749471666667,-5.402749471666667
-5.402882231666667,-5.402882231666667
-5.402974084047619,-5.402974084047619
-5.403068646666666,-5.403068646666666
-5.403220221904762,-5.403220221904762
-5.403158816666667,-5.403158816666667
-5.403170877142857,-5.403170877142857
-5.403096891904762,-5.403096891904762
-5.402950263571428,-5.402950263571428
-5.402794986666667,-5.402794986666667
-5.402678928809523,-5.402678928809523
-5.402621848809524,-5.402621848809524
-5.402521391904762,-5.402521391904762
-5.402649160714286,-5.402649160714286
-5.402624130238095,-5.402624130238095
-5.402760903809524,-5.402760903809524
-5.4028813102380955,-5.4028813102380955
-5.402990093571428,-5.402990093571428
-5.403032242142857,-5.403032242142857
-5.403095076190477,-5.403095076190477
-5.403093817142857,-5.403093817142857
-5.402964725952381,-5.402964725952381
-5.402972297619048,-5.402972297619048
-5.402964881190476,-5.402964881190476
-5.402870143809524,-5.402870143809524
-5.4028257461904765,-5.4028257461904765
-5.402645372857143,-5.402645372857143
-5.402495662380953,-5.402495662380953
-5.4021890004761906,-5.4021890004761906
-5.402090289999999,-5.402090289999999
-5.402137183095238,-5.402137183095238
-5.402145810238095,-5.402145810238095
-5.402163546666666,-5.402163546666666
-5.402245387619048,-5.402245387619048
-5.402316193095238,-5.402316193095238
-5.4024797102380955,-5.4024797102380955
-5.402502886904762,-5.402502886904762
-5.402563893095238,-5.402563893095238
-5.402614395714285,-5.402614395714285
-5.4025939535714285,-5.4025939535714285
-5.402694313571429,-5.402694313571429
-5.402973848095239,-5.402973848095239
-5.40324361,-5.40324361
-5.403364536190476,-5.403364536190476
-5.403576251666666,-5.403576251666666
-5.403733176428571,-5.403733176428571
-5.403961853571428,-5.403961853571428
-5.404261451428572,-5.404261451428572
-5.404433715238095,-5.404433715238095
-5.40463106452381,-5.40463106452381
-5.404807358809524,-5.404807358809524
-5.404901937380952,-5.404901937380952
-5.404958207142857,-5.404958207142857
-5.404962653809524,-5.404962653809524
-5.404895718333333,-5.404895718333333
-5.404815512142857,-5.404815512142857
-5.404829888333333,-5.404829888333333
-5.404782420238095,-5.404782420238095
-5.4047686399999995,-5.4047686399999995
-5.404864856666667,-5.404864856666667
-5.404927443571428,-5.404927443571428
-5.405011979285714,-5.405011979285714
-5.405048065952381,-5.405048065952381
-5.404997607857143,-5.404997607857143
-5.404903993095238,-5.404903993095238
-5.404760767857143,-5.404760767857143
-5.404549462857143,-5.404549462857143
-5.404257280238095,-5.404257280238095
-5.403818799047619,-5.403818799047619
-5.403183574047619,-5.403183574047619
-5.402621131666667,-5.402621131666667
-5.402004855952381,-5.402004855952381
-5.4013445861904765,-5.4013445861904765
-5.400809867380953,-5.400809867380953
-5.400339556666667,-5.400339556666667
-5.399819285952381,-5.399819285952381
-5.399446788095238,-5.399446788095238
-5.399132406904762,-5.399132406904762
-5.398912928809525,-5.398912928809525
-5.398692897619047,-5.398692897619047
-5.3986074352380955,-5.3986074352380955
-5.398471357142857,-5.398471357142857
-5.398403680952381,-5.398403680952381
-5.398347236904762,-5.398347236904762
-5.398272842380952,-5.398272842380952
-5.3980825800000005,-5.3980825800000005
-5.397988138333334,-5.397988138333334
-5.397914765952381,-5.397914765952381
-5.397866705238095,-5.397866705238095
-5.397846721190477,-5.397846721190477
-5.397922139285714,-5.397922139285714
-5.397937443571429,-5.397937443571429
-5.3978738264285715,-5.3978738264285715
-5.397794931666667,-5.397794931666667
-5.397684166666666,-5.397684166666666
-5.39769615452381,-5.39769615452381
-5.397604323095239,-5.397604323095239
-5.397602808333334,-5.397602808333334
-5.397700654047619,-5.397700654047619
-5.397836356904762,-5.397836356904762
-5.3980894076190475,-5.3980894076190475
-5.398346998333333,-5.398346998333333
-5.398490552857143,-5.398490552857143
-5.3987515578571434,-5.3987515578571434
-5.398921575714286,-5.398921575714286
-5.399079183333333,-5.399079183333333
-5.399111812380952,-5.399111812380952
-5.399138981190476,-5.399138981190476
-5.399224938571429,-5.399224938571429
-5.399392696904762,-5.399392696904762
-5.399447528571429,-5.399447528571429
-5.399538915476191,-5.399538915476191
-5.399562390714285,-5.399562390714285
-5.399481109047619,-5.399481109047619
-5.399413415714285,-5.399413415714285
-5.399423358809524,-5.399423358809524
-5.399506703809523,-5.399506703809523
-5.399671409523809,-5.399671409523809
-5.399881185476191,-5.399881185476191
-5.400036271666666,-5.400036271666666
-5.400277439047619,-5.400277439047619
-5.400353009047619,-5.400353009047619
-5.400358845,-5.400358845
-5.4002240469047615,-5.4002240469047615
-5.400330838571429,-5.400330838571429
-5.400499686666667,-5.400499686666667
-5.40066344,-5.40066344
-5.4008530059523805,-5.4008530059523805
-5.401040058571429,-5.401040058571429
-5.401237345714286,-5.401237345714286
-5.401344660476191,-5.401344660476191
-5.401478430952381,-5.401478430952381
-5.401638180238096,-5.401638180238096
-5.401696226904762,-5.401696226904762
-5.401810522142857,-5.401810522142857
-5.401948103333333,-5.401948103333333
-5.402011361904762,-5.402011361904762
-5.402028017619047,-5.402028017619047
-5.402047268095238,-5.402047268095238
-5.401874172857143,-5.401874172857143
-5.401780952380952,-5.401780952380952
-5.401739032380952,-5.401739032380952
-5.401730698333333,-5.401730698333333
-5.401779173571429,-5.401779173571429
-5.40167384,-5.40167384
-5.401563013095238,-5.401563013095238
-5.401566934285714,-5.401566934285714
-5.401765206666666,-5.401765206666666
-5.4019077554761905,-5.4019077554761905
-5.40207379047619,-5.40207379047619
-5.4022827992857145,-5.4022827992857145
-5.402432025,-5.402432025
-5.402582104285715,-5.402582104285715
-5.402902190238096,-5.402902190238096
-5.403173142857143,-5.403173142857143
-5.403332366428572,-5.403332366428572
-5.403699908571428,-5.403699908571428
-5.403899451428571,-5.403899451428571
-5.404100406190476,-5.404100406190476
-5.404296910238095,-5.404296910238095
-5.404435286904762,-5.404435286904762
-5.40464333095238,-5.40464333095238
-5.404803463571429,-5.404803463571429
-5.404912910476191,-5.404912910476191
-5.405066597380952,-5.405066597380952
-5.405122171666666,-5.405122171666666
-5.405203072619048,-5.405203072619048
-5.405301535714285,-5.405301535714285
-5.405284892619048,-5.405284892619048
-5.405290905238095,-5.405290905238095
-5.40542114047619,-5.40542114047619
-5.4054372992857145,-5.4054372992857145
-5.405441384285714,-5.405441384285714
-5.4055896614285714,-5.4055896614285714
-5.405792279761904,-5.405792279761904
-5.406065885476191,-5.406065885476191
-5.406248603333333,-5.406248603333333
-5.406271694285714,-5.406271694285714
-5.406076490238095,-5.406076490238095
-5.405951547380953,-5.405951547380953
-5.405866090476191,-5.405866090476191
-5.405863086428572,-5.405863086428572
-5.405816847142857,-5.405816847142857
-5.405710046904762,-5.405710046904762
-5.405629832380952,-5.405629832380952
-5.405542388571429,-5.405542388571429
-5.405473685714286,-5.405473685714286
-5.405364098809524,-5.405364098809524
-5.405015777857143,-5.405015777857143
-5.404639265238096,-5.404639265238096
-5.404370509047619,-5.404370509047619
-5.404174093571429,-5.404174093571429
-5.4039472985714285,-5.4039472985714285
-5.40376288,-5.40376288
-5.40382660952381,-5.40382660952381
-5.403653933095238,-5.403653933095238
-5.403505835952381,-5.403505835952381
-5.403333223571429,-5.403333223571429
-5.4033317611904765,-5.4033317611904765
-5.403330102857143,-5.403330102857143
-5.403314979285715,-5.403314979285715
-5.403122966904762,-5.403122966904762
-5.402938263333333,-5.402938263333333
-5.402728819761905,-5.402728819761905
-5.402447478809524,-5.402447478809524
-5.402283515238095,-5.402283515238095
-5.402191118571428,-5.402191118571428
-5.402021721666666,-5.402021721666666
-5.401719914761905,-5.401719914761905
-5.401352150952381,-5.401352150952381
-5.401032463571429,-5.401032463571429
-5.400889815714286,-5.400889815714286
-5.400785183571428,-5.400785183571428
-5.400780083571429,-5.400780083571429
-5.400704704761905,-5.400704704761905
-5.400514956904762,-5.400514956904762
-5.40036425,-5.40036425
-5.400218513571429,-5.400218513571429
-5.400177930952381,-5.400177930952381
-5.400145051190476,-5.400145051190476
-5.400117203571428,-5.400117203571428
-5.40028295452381,-5.40028295452381
-5.400293316190476,-5.400293316190476
-5.400340834285714,-5.400340834285714
-5.400459167380952,-5.400459167380952
-5.400531205476191,-5.400531205476191
-5.400546855238095,-5.400546855238095
-5.400535004761904,-5.400535004761904
-5.400529281904762,-5.400529281904762
-5.400586637380952,-5.400586637380952
-5.400462981666667,-5.400462981666667
-5.400506905,-5.400506905
-5.400541244285715,-5.400541244285715
-5.400454307619047,-5.400454307619047
-5.400569507142857,-5.400569507142857
-5.400431120238095,-5.400431120238095
-5.400240629523809,-5.400240629523809
-5.399980574047619,-5.399980574047619
-5.3998257064285715,-5.3998257064285715
-5.399606971666667,-5.399606971666667
-5.399492711428572,-5.399492711428572
-5.399529372380952,-5.399529372380952
-5.399547168809524,-5.399547168809524
-5.399485621190476,-5.399485621190476
-5.399555053095238,-5.399555053095238
-5.399570334285714,-5.399570334285714
-5.399677538095238,-5.399677538095238
-5.399774857380952,-5.399774857380952
-5.3998460109523805,-5.3998460109523805
-5.347627136666667,-5.347627136666667
-5.347540839523809,-5.347540839523809
-5.347458608095238,-5.347458608095238
-5.347657366428571,-5.347657366428571
-5.348155378571429,-5.348155378571429
-5.34879372047619,-5.34879372047619
-5.349669540714286,-5.349669540714286
-5.350815700714286,-5.350815700714286
-5.352032660714285,-5.352032660714285
-5.353250285714286,-5.353250285714286
-5.354330156666667,-5.354330156666667
-5.355241882142857,-5.355241882142857
-5.356076163333333,-5.356076163333333
-5.356581321190476,-5.356581321190476
-5.357188963095238,-5.357188963095238
-5.35777675,-5.35777675
-5.358030485952381,-5.358030485952381
-5.358744581904762,-5.358744581904762
-5.359366132380952,-5.359366132380952
-5.359755009761905,-5.359755009761905
-5.360255051190476,-5.360255051190476
-5.360491518333333,-5.360491518333333
-5.360676902619048,-5.360676902619048
-5.3608259050000004,-5.3608259050000004
-5.361235095476191,-5.361235095476191
-5.361587101666667,-5.361587101666667
-5.3620416749999995,-5.3620416749999995
-5.362483191190476,-5.362483191190476
-5.3629088735714285,-5.3629088735714285
-5.3637131319047615,-5.3637131319047615
-5.364713579761904,-5.364713579761904
-5.365687544761904,-5.365687544761904
-5.366784131190476,-5.366784131190476
-5.368176076666667,-5.368176076666667
-5.369609061904762,-5.369609061904762
